Protein,Len,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,LogFoldChange,Zstatistic
lcl|c231043_g3_i4|m.15925,505,8,9,15,10,8,7,10,6,3,4,7,9,7,6,3,7,6,9,11,7,-0.112,-0.7041
lcl|c231052_g3_i3|m.15929,350,11,6,7,10,8,5,10,9,4,10,6,10,5,10,8,6,6,3,6,4,-0.228,-1.32
lcl|c231068_g6_i2|m.15939,583,54,47,46,38,42,42,46,48,30,55,28,31,25,37,29,28,23,19,38,23,-0.464,-5.9388
lcl|c231083_g2_i1|m.15952,313,0,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.124,-0.2761
lcl|c231085_g3_i1|m.15955,220,5,4,4,6,10,6,6,18,5,9,1,2,1,1,2,0,0,0,1,1,-1.86,-5.6259
lcl|c231102_g1_i6|m.15966,192,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.104,-0.2211
lcl|c231142_g1_i4|m.15993,389,8,7,7,11,13,5,4,5,4,5,9,4,2,4,5,1,5,5,7,6,-0.359,-1.8565
lcl|c231190_g4_i3|m.16030,411,8,4,4,2,3,4,5,4,3,4,10,7,7,3,4,5,5,7,9,4,0.402,2.1421
lcl|c231190_g4_i6|m.16031,350,12,3,4,2,5,4,6,5,3,4,11,8,9,3,6,4,5,7,8,4,0.314,1.6511
lcl|c231210_g4_i4|m.16042,202,4,3,7,3,4,3,4,2,3,4,3,3,5,3,3,2,3,4,2,1,-0.255,-1.0402
lcl|c231252_g2_i1|m.16075,227,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0.027,0.0609
lcl|c231257_g1_i5|m.16082,423,1,3,3,2,2,3,1,0,0,0,4,2,2,1,4,6,4,4,2,4,0.6,2.1285
lcl|c231281_g6_i3|m.16097,137,31,21,27,21,27,25,24,22,23,29,22,16,20,18,13,12,13,11,16,11,-0.5,-5.0662
lcl|c231313_g2_i1|m.16122,286,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.0802
lcl|c231326_g2_i1|m.16129,332,4,2,0,1,4,0,2,1,0,2,2,1,2,1,3,2,1,2,3,2,0.015,0.0475
lcl|c231339_g4_i2|m.16143,424,3,1,3,2,0,3,1,3,1,0,1,2,0,1,3,4,0,1,3,1,-0.045,-0.1434
lcl|c231352_g2_i1|m.16156,246,5,5,8,6,7,3,5,7,4,15,19,12,13,13,13,12,9,11,11,10,0.646,4.0927
lcl|c231364_g6_i1|m.16162,433,5,4,9,6,9,7,0,6,2,7,2,2,1,0,1,1,3,0,1,1,-1.408,-4.7465
lcl|c231378_g1_i2|m.16165,1155,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0.002,0.0037
lcl|c231430_g2_i12|m.16236,480,1,1,4,4,4,1,2,3,1,2,9,6,6,3,2,3,3,2,3,0,0.513,1.9337
lcl|c231430_g2_i6|m.16242,528,5,4,10,8,5,7,9,4,2,6,12,10,13,6,6,9,8,8,13,7,0.433,2.6237
lcl|c231440_g4_i2|m.16256,426,2,1,0,2,2,2,2,2,1,3,1,1,1,0,2,0,1,1,1,1,-0.482,-1.2233
lcl|c231445_g1_i1|m.16259,328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,1,0,0.197,0.4467
lcl|c231460_g1_i4|m.16283,127,0,0,0,0,3,2,0,1,0,1,0,1,0,0,2,0,0,0,0,0,-0.192,-0.4514
lcl|c231462_g1_i10|m.16284,425,0,0,1,1,0,1,0,0,0,0,2,0,1,1,1,1,1,1,3,1,0.289,0.6588
lcl|c231469_g3_i4|m.16290,279,3,1,3,1,2,1,1,1,1,3,2,2,3,2,1,0,3,1,1,1,-0.007,-0.0197
lcl|c231477_g1_i1|m.16301,377,12,11,5,12,12,11,7,6,5,11,8,10,6,7,11,9,5,9,6,9,-0.136,-0.8614
lcl|c231506_g1_i1|m.16344,344,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,2,0.138,0.3106
lcl|c231559_g1_i5|m.16408,425,6,7,3,3,5,4,9,7,3,6,4,1,2,1,0,1,1,2,7,2,-0.891,-3.3473
lcl|c231575_g5_i2|m.16426,291,3,2,0,3,2,0,0,2,0,1,0,2,0,3,3,2,2,1,0,2,0.036,0.1055
lcl|c231577_g2_i2|m.16429,176,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,2,3,0,2,0.516,1.3938
lcl|c231579_g2_i1|m.16430,130,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,-0.042,-0.0929
lcl|c231601_g3_i1|m.16437,117,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0.024,0.0531
lcl|c231602_g3_i14|m.16438,525,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,-0.14,-0.321
lcl|c231604_g1_i1|m.16440,966,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.009,-0.0209
lcl|c231615_g6_i2|m.16452,127,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035,0.0726
lcl|c231621_g3_i3|m.16453,264,0,0,1,0,2,0,1,1,0,0,2,1,0,0,1,0,0,0,2,0,0.128,0.2887
lcl|c231634_g1_i2|m.16472,1063,11,4,2,5,6,3,5,0,3,2,5,1,2,4,2,2,3,1,1,1,-0.64,-2.3992
lcl|c231694_g3_i2|m.16524,191,1,0,1,1,2,2,0,1,1,1,0,2,2,0,0,0,1,1,0,1,0.019,0.0485
lcl|c231698_g2_i1|m.16532,177,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,-0.003,-0.0061
lcl|c231732_g6_i1|m.16569,347,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.049,0.1094
lcl|c231737_g1_i3|m.16576,191,2,3,4,5,2,6,4,3,1,4,1,2,3,3,3,2,3,3,2,2,-0.35,-1.2557
lcl|c231738_g2_i1|m.16579,590,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0.016,0.0368
lcl|c231739_g1_i3|m.16580,253,2,2,1,2,2,2,7,5,1,3,0,1,1,2,1,0,1,0,1,1,-0.965,-2.7319
lcl|c231751_g1_i2|m.16591,597,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,-0.0532
lcl|c231789_g3_i2|m.16623,804,0,0,1,0,2,2,1,1,0,3,1,6,1,0,2,0,4,0,4,1,0.47,1.4668
lcl|c231808_g9_i1|m.16644,155,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.019,0.0426
lcl|c231811_g3_i1|m.16645,663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1044
lcl|c231821_g3_i1|m.16651,451,2,0,3,2,4,4,7,5,3,2,2,1,2,1,4,1,2,1,1,2,-0.656,-2.213
lcl|c231859_g5_i5|m.16713,398,2,2,2,2,3,2,4,1,1,3,1,0,0,0,0,1,1,0,1,0,-0.807,-2.0101
lcl|c231864_g5_i1|m.16720,313,1,1,1,1,1,1,2,1,1,2,0,0,0,0,0,1,1,2,2,2,0.086,0.2156
lcl|c231881_g1_i2|m.16748,469,10,11,9,11,5,10,6,12,7,8,5,10,9,7,5,5,4,2,4,9,-0.405,-2.4152
lcl|c231884_g4_i1|m.16750,129,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.008,-0.0193
lcl|c231891_g1_i1|m.16759,301,1,0,0,2,1,0,1,1,2,2,1,1,0,1,0,1,0,0,1,1,-0.275,-0.622
lcl|c231896_g2_i12|m.16763,298,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-0.084,-0.1771
lcl|c231904_g1_i7|m.16777,327,4,8,7,9,5,3,8,2,4,4,4,6,3,3,1,3,4,4,5,6,-0.321,-1.5442
lcl|c231929_g5_i1|m.16788,187,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,3,7,4,0,1.339,3.5525
lcl|c231929_g5_i4|m.16789,176,2,0,1,1,1,0,1,0,2,0,2,1,2,1,6,0,4,5,2,0,0.77,2.0962
lcl|c231931_g2_i1|m.16792,399,15,22,19,18,14,12,18,18,13,18,11,9,7,7,6,6,6,7,10,9,-0.769,-5.7264
lcl|c231949_g7_i1|m.16814,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.026,-0.0553
lcl|c231963_g1_i7|m.16837,608,28,30,21,31,19,22,23,17,18,18,23,27,33,27,18,24,28,35,19,22,0.13,1.4532
lcl|c231967_g1_i2|m.16842,529,4,1,5,3,6,2,4,4,0,4,1,1,1,1,1,1,1,1,1,0,-1.238,-3.4341
lcl|c231981_g4_i6|m.16864,210,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,-0.007,-0.0139
lcl|c231996_g3_i3|m.16899,366,2,3,3,3,3,5,3,3,1,2,1,1,2,3,1,0,1,1,2,2,-0.618,-1.9786
lcl|c231997_g2_i3|m.16900,391,1,2,6,4,2,2,0,0,0,2,1,3,0,2,1,3,1,1,1,1,-0.39,-1.1503
lcl|c232008_g1_i2|m.16909,654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,-0.006
lcl|c232046_g3_i8|m.16952,418,38,42,38,44,43,33,31,47,25,54,25,25,20,53,27,35,35,28,22,28,-0.283,-3.5447
lcl|c232095_g2_i1|m.16982,129,4,2,1,2,3,5,4,3,0,3,1,1,1,1,1,1,0,0,1,2,-0.95,-2.6244
lcl|c232105_g3_i1|m.16994,237,5,0,4,1,2,3,3,4,1,4,2,1,1,3,3,0,2,0,4,2,-0.311,-1.0756
lcl|c232108_g1_i1|m.16997,226,0,3,0,6,3,4,6,2,2,1,3,3,0,2,4,5,4,4,6,4,0.207,0.8232
lcl|c232108_g1_i2|m.16999,226,0,9,2,13,5,7,13,5,4,3,9,10,0,5,7,10,9,7,16,9,0.306,1.8202
lcl|c232109_g7_i6|m.17002,210,2,1,0,1,2,3,1,1,0,1,1,2,1,1,1,1,1,1,0,0,-0.249,-0.5877
lcl|c232116_g4_i1|m.17013,250,2,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.19,-0.4452
lcl|c232133_g1_i5|m.17039,210,4,6,4,5,8,4,8,10,2,10,2,1,2,1,1,2,2,0,1,2,-1.452,-5.0845
lcl|c232137_g2_i1|m.17041,159,2,5,0,3,4,4,3,3,2,3,0,1,3,3,2,4,4,3,2,1,-0.222,-0.8533
lcl|c232181_g4_i2|m.17102,812,1,3,3,3,2,2,1,2,1,1,2,2,1,2,1,2,1,2,0,2,-0.167,-0.5035
lcl|c232182_g2_i1|m.17105,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.04,-0.089
lcl|c232221_g3_i2|m.17155,495,0,0,2,2,1,2,0,1,1,2,1,0,0,0,0,0,0,0,0,0,-0.381,-0.8837
lcl|c232232_g4_i1|m.17169,429,5,4,5,8,6,3,3,9,3,6,4,4,2,3,2,2,2,1,1,5,-0.707,-2.9365
lcl|c232241_g6_i1|m.17171,731,4,2,0,2,4,3,3,3,0,1,3,8,5,6,8,4,4,2,6,2,0.695,2.7123
lcl|c232241_g6_i3|m.17173,558,3,1,0,0,2,2,1,1,0,0,4,2,3,1,4,1,3,1,1,4,0.532,1.5104
lcl|c232242_g3_i1|m.17174,459,10,8,12,7,9,5,4,9,7,9,13,9,7,10,9,5,7,6,6,7,-0.013,-0.0774
lcl|c232249_g2_i1|m.17180,362,27,36,13,28,26,26,36,26,17,23,11,31,28,20,19,28,22,27,30,20,-0.083,-0.9029
lcl|c232270_g1_i1|m.17207,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.019,0.0425
lcl|c232274_g1_i2|m.17209,416,4,1,2,3,1,3,3,2,1,5,1,1,5,1,1,2,0,0,0,0,-0.508,-1.5471
lcl|c232294_g5_i11|m.17226,247,2,2,1,4,2,1,2,0,4,1,2,0,4,1,1,2,1,5,1,2,-0.026,-0.0811
lcl|c232294_g5_i11|m.17227,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.0096
lcl|c232315_g2_i11|m.17243,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.039
lcl|c232338_g2_i2|m.17255,352,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,-0.0008
lcl|c232350_g3_i1|m.17265,590,1,3,1,3,1,1,1,3,1,2,0,0,1,0,0,0,1,0,2,1,-0.439,-1.1201
lcl|c232369_g2_i7|m.17306,717,0,1,1,0,0,1,0,0,1,3,0,0,0,1,1,0,0,0,2,0,-0.086,-0.2098
lcl|c232381_g2_i3|m.17311,335,7,6,11,6,7,8,6,11,1,9,5,8,6,8,5,5,5,5,2,1,-0.373,-2.093
lcl|c232401_g7_i2|m.17338,151,5,4,4,4,4,5,5,5,3,3,5,3,5,2,2,4,2,2,3,3,-0.309,-1.2816
lcl|c232405_g1_i1|m.17340,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.028,0.0588
lcl|c232410_g1_i2|m.17346,164,0,0,2,1,2,1,2,1,0,0,2,3,1,2,0,2,2,2,2,0,0.321,0.8557
lcl|c232424_g1_i6|m.17358,266,5,3,0,4,3,2,2,3,4,2,3,2,5,2,3,2,2,3,2,4,-0.018,-0.0675
lcl|c232440_g3_i1|m.17372,175,2,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.077,-0.1746
lcl|c232510_g5_i2|m.17446,569,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.038,0.0782
lcl|c232511_g1_i6|m.17448,419,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.0394
lcl|c232520_g2_i5|m.17456,567,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.001,-0.0029
lcl|c232521_g1_i4|m.17458,344,13,8,9,7,6,15,7,4,6,4,14,10,17,4,4,5,11,8,9,6,0.109,0.758
lcl|c232532_g2_i6|m.17481,512,1,0,2,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,-0.18,-0.4482
lcl|c232537_g3_i1|m.17484,338,0,0,3,2,0,4,0,3,0,0,3,3,1,0,2,2,4,2,2,3,0.253,0.8213
lcl|c232540_g2_i1|m.17495,902,0,0,3,0,2,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,-0.16,-0.4026
lcl|c232541_g3_i1|m.17498,247,1,0,0,0,0,0,0,0,1,1,1,1,2,1,0,1,1,1,1,1,0.126,0.2855
lcl|c232555_g1_i2|m.17516,515,4,2,1,2,1,0,2,1,2,4,2,2,2,3,2,2,1,2,3,3,0.096,0.314
lcl|c232587_g1_i15|m.17560,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024,-0.0528
lcl|c232597_g5_i12|m.17580,479,0,0,1,1,0,0,1,0,1,0,0,2,1,1,2,1,0,0,0,0,0.206,0.4623
lcl|c232638_g9_i1|m.17634,158,4,4,3,5,4,2,4,3,1,6,1,2,1,1,0,2,0,1,1,1,-1.119,-3.2592
lcl|c232653_g3_i1|m.17643,347,5,4,2,4,2,5,5,4,2,4,3,0,0,0,1,2,0,0,4,2,-0.799,-2.7359
lcl|c232676_g1_i2|m.17666,263,1,1,1,0,0,2,0,0,0,0,0,1,0,1,1,2,1,1,0,1,0.001,0.0012
lcl|c232684_g7_i2|m.17670,120,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,-0.091,-0.2006
lcl|c232716_g1_i2|m.17708,496,13,9,11,12,11,11,13,7,6,8,9,6,6,9,13,11,13,12,5,9,-0.074,-0.5147
lcl|c232737_g3_i2|m.17725,566,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,-0.017,-0.0372
lcl|c232744_g5_i2|m.17733,585,6,4,5,9,8,6,4,10,2,7,7,6,4,5,5,2,4,5,1,4,-0.341,-1.6232
lcl|c232758_g3_i1|m.17745,482,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.004,0.0076
lcl|c232769_g4_i2|m.17751,967,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,3,2,0.291,0.6179
lcl|c232777_g1_i2|m.17758,171,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.002,0.0053
lcl|c232783_g1_i1|m.17764,242,1,1,2,1,2,3,1,4,0,2,1,3,0,2,0,2,0,0,0,0,-0.263,-0.7107
lcl|c232791_g2_i3|m.17780,1114,21,10,14,6,22,13,17,15,4,22,8,10,12,3,9,4,5,11,23,6,-0.455,-3.528
lcl|c232804_g4_i5|m.17788,301,2,1,0,0,1,1,1,2,1,1,2,0,1,0,0,0,0,0,1,0,-0.138,-0.3099
lcl|c232813_g1_i6|m.17800,145,2,2,3,1,3,0,1,4,0,1,0,2,2,2,2,2,1,1,1,0,-0.253,-0.7176
lcl|c232813_g3_i2|m.17801,479,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,4,0,0.275,0.6643
lcl|c232821_g1_i1|m.17807,713,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0.077,0.1839
lcl|c232828_g3_i1|m.17816,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0111
lcl|c232834_g2_i9|m.17824,151,20,15,19,18,16,20,18,11,11,17,12,8,16,12,8,14,8,8,8,10,-0.465,-3.6932
lcl|c232842_g1_i1|m.17827,221,3,3,2,0,2,3,0,1,2,4,0,1,5,4,1,1,2,4,5,4,0.249,0.8339
lcl|c232843_g1_i4|m.17830,270,17,7,14,13,21,11,17,11,6,12,7,8,7,11,17,14,5,3,11,5,-0.382,-2.8075
lcl|c232847_g2_i2|m.17831,205,2,2,2,2,3,3,3,2,2,2,2,3,4,4,3,4,0,0,2,0,0.087,0.3054
lcl|c232847_g6_i1|m.17834,305,1,1,1,2,2,1,2,1,1,1,1,2,0,4,2,2,1,3,2,1,0.428,1.1929
lcl|c232850_g3_i3|m.17837,316,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.19,-0.4156
lcl|c232853_g2_i4|m.17839,478,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,2,1,1,2,0,0.219,0.5378
lcl|c232854_g3_i11|m.17840,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,-0.0038
lcl|c232868_g2_i13|m.17849,171,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0.012,0.0279
lcl|c232893_g3_i2|m.17884,184,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-0.016,-0.0346
lcl|c232899_g1_i2|m.17887,378,1,0,3,1,0,0,1,1,1,1,2,1,1,1,2,1,0,1,1,1,0,-0.0004
lcl|c232931_g1_i10|m.17922,718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.02,0.0437
lcl|c232943_g2_i1|m.17930,604,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.015,-0.033
lcl|c232944_g1_i1|m.17933,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004,-0.0086
lcl|c232949_g3_i7|m.17939,154,1,3,3,3,5,2,2,2,1,5,2,4,1,1,1,1,1,0,2,0,-0.652,-1.8288
lcl|c232964_g4_i5|m.17974,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.118,0.2547
lcl|c232983_g2_i2|m.17991,490,2,0,1,2,2,2,2,0,0,0,1,1,1,2,0,0,0,1,0,0,-0.341,-0.8687
lcl|c232986_g1_i4|m.17993,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.009,-0.02
lcl|c233001_g2_i4|m.18006,309,11,3,7,6,11,5,10,6,3,6,5,4,5,5,6,8,3,4,8,8,-0.208,-1.1827
lcl|c233011_g1_i2|m.18023,248,11,1,8,4,0,1,0,0,3,0,8,0,16,0,3,1,7,3,0,3,0.34,1.4714
lcl|c233012_g3_i3|m.18031,551,4,3,3,4,3,3,4,9,3,8,3,3,0,2,0,2,1,1,3,1,-0.894,-3.3027
lcl|c233024_g1_i6|m.18051,1029,6,10,14,10,8,12,9,9,4,10,12,6,5,5,5,4,2,2,9,3,-0.559,-3.1238
lcl|c233026_g1_i2|m.18055,412,1,3,1,4,3,3,0,6,0,3,1,3,0,2,1,0,2,0,0,0,-0.623,-1.8384
lcl|c233030_g2_i3|m.18059,1298,8,1,3,1,5,2,5,3,1,6,1,2,2,1,4,1,0,1,0,2,-0.783,-2.5933
lcl|c233033_g3_i4|m.18064,370,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.121,-0.2727
lcl|c233042_g5_i1|m.18070,272,3,1,5,2,5,1,2,1,2,1,2,4,2,4,3,4,2,2,3,2,0.198,0.6913
lcl|c233048_g1_i8|m.18077,496,2,2,2,2,1,1,3,2,0,2,0,0,0,1,1,0,1,1,1,0,-0.591,-1.4795
lcl|c233061_g7_i1|m.18094,111,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.056,-0.1312
lcl|c233068_g2_i1|m.18098,672,2,2,2,5,4,4,6,1,1,0,3,10,15,3,6,13,3,6,6,4,0.897,3.7201
lcl|c233068_g2_i3|m.18101,639,2,2,2,5,4,4,5,1,1,0,3,11,15,3,6,13,3,6,6,4,0.948,4.2126
lcl|c233068_g3_i2|m.18104,479,2,7,2,5,2,0,10,3,3,1,1,1,4,2,2,6,0,3,7,2,-0.216,-0.9056
lcl|c233092_g2_i1|m.18134,203,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0.008,0.0178
lcl|c233095_g1_i10|m.18140,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.0807
lcl|c233103_g2_i1|m.18143,198,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.033,0.0744
lcl|c233130_g1_i1|m.18171,548,0,0,2,2,1,1,1,1,0,0,1,0,1,1,2,1,0,2,1,0,0.034,0.0815
lcl|c233142_g2_i1|m.18198,785,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-0.4104
lcl|c233143_g2_i13|m.18204,852,0,2,1,0,0,0,3,0,1,0,1,0,0,0,0,0,0,2,1,2,-0.098,-0.2353
lcl|c233156_g1_i1|m.18213,558,10,12,16,16,21,11,10,15,6,19,16,15,11,13,13,11,9,7,5,8,-0.235,-1.7722
lcl|c233181_g4_i3|m.18256,279,1,1,0,0,3,1,2,1,1,0,1,1,0,1,1,0,0,0,1,0,-0.296,-0.6939
lcl|c233212_g2_i6|m.18275,344,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.011,-0.0222
lcl|c233215_g1_i5|m.18281,355,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0.099,0.2205
lcl|c233217_g3_i1|m.18285,585,1,1,1,0,1,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.088,-0.205
lcl|c233247_g1_i1|m.18311,591,26,25,46,29,32,35,30,30,15,40,26,16,16,23,17,23,14,16,20,16,-0.503,-5.543
lcl|c233257_g5_i1|m.18320,206,2,4,2,3,2,2,2,2,1,3,1,2,3,3,0,1,1,3,1,0,-0.32,-0.9915
lcl|c233260_g1_i1|m.18321,133,4,1,2,0,3,2,5,1,1,3,2,1,1,2,3,1,1,2,3,1,-0.313,-1.0071
lcl|c233287_g2_i1|m.18368,844,14,10,6,17,15,18,12,12,8,12,6,4,9,3,6,5,6,3,15,5,-0.702,-4.3422
lcl|c233306_g1_i2|m.18390,556,49,46,51,46,66,55,47,62,30,50,38,48,38,56,44,44,47,29,36,38,-0.184,-2.8353
lcl|c233334_g2_i12|m.18425,420,0,0,2,1,2,1,3,4,1,0,0,0,0,0,0,1,0,0,1,1,-0.536,-1.3723
lcl|c233334_g2_i17|m.18426,356,0,0,2,1,2,1,4,4,1,0,0,0,0,0,0,1,0,0,1,1,-0.601,-1.4935
lcl|c233339_g2_i12|m.18429,982,0,0,3,0,1,1,1,0,0,2,1,0,0,0,0,0,1,0,2,0,-0.188,-0.4492
lcl|c233342_g3_i1|m.18435,155,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.0366
lcl|c233368_g2_i1|m.18462,158,1,0,0,0,2,0,0,1,0,0,0,2,0,1,3,0,0,0,0,0,0.214,0.5426
lcl|c233370_g1_i2|m.18468,311,6,3,2,2,4,4,4,3,2,7,8,4,3,9,6,10,2,8,7,6,0.524,2.4654
lcl|c233377_g4_i3|m.18471,178,2,3,1,1,3,2,1,0,1,2,1,0,4,1,1,0,1,2,0,3,-0.051,-0.1374
lcl|c233384_g5_i1|m.18475,423,1,1,0,4,4,0,0,2,2,1,1,3,2,4,1,3,1,1,4,2,0.216,0.6635
lcl|c233384_g5_i6|m.18482,422,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0.017,0.0404
lcl|c233425_g3_i4|m.18529,173,0,1,0,1,1,0,1,0,0,4,0,1,1,2,0,0,0,0,0,0,-0.178,-0.4166
lcl|c233431_g1_i6|m.18546,197,0,0,1,1,1,1,0,0,0,1,1,3,2,1,2,1,0,1,0,0,0.321,0.8296
lcl|c233449_g1_i1|m.18576,395,1,1,1,2,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,-0.287,-0.7027
lcl|c233474_g3_i1|m.18592,403,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.034,0.0803
lcl|c233495_g1_i1|m.18614,257,0,6,0,6,0,0,2,0,1,0,0,1,0,0,0,6,0,4,2,4,0.074,0.2417
lcl|c233502_g5_i1|m.18630,660,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.023,-0.0516
lcl|c233547_g3_i1|m.18698,103,0,0,0,2,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,-0.097,-0.2213
lcl|c233547_g4_i3|m.18699,305,2,3,4,5,5,5,4,4,3,6,7,4,1,6,5,2,2,3,1,2,-0.227,-0.9482
lcl|c233552_g1_i1|m.18704,538,1,4,2,3,1,0,5,1,1,1,1,5,5,2,2,8,0,3,3,1,0.447,1.5101
lcl|c233557_g1_i1|m.18714,490,1,2,3,2,2,1,4,1,1,2,2,1,2,2,1,1,1,2,2,1,-0.251,-0.7293
lcl|c233581_g5_i1|m.18734,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0109
lcl|c233583_g1_i1|m.18736,292,5,5,3,4,5,4,0,1,1,4,4,1,0,2,1,1,2,1,2,3,-0.616,-1.9967
lcl|c233583_g1_i3|m.18737,289,13,10,4,8,10,9,1,2,4,12,7,1,3,8,5,5,6,6,1,7,-0.399,-2.1118
lcl|c233588_g6_i3|m.18739,184,0,1,3,2,2,0,1,0,1,1,1,0,0,1,1,1,1,0,2,1,-0.265,-0.6443
