"","Row.names","X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT","PROTLEN"
"1235","lcl|c231996_g3_i3|m.16899",5,3,2,3,3,3,4,6,5,5,3,5,3,4,1,3,3,3,1,2,366
"1236","lcl|c231997_g2_i3|m.16900",5,2,1,2,6,4,3,1,2,2,2,2,0,3,4,2,2,0,0,2,391
"1237","lcl|c232008_g1_i2|m.16909",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,654
"1238","lcl|c232046_g3_i8|m.16952",21,45,38,42,38,44,55,43,32,40,43,33,31,33,46,35,42,47,25,54,418
"1239","lcl|c232095_g2_i1|m.16982",0,0,4,2,1,2,3,6,2,1,3,5,4,3,1,0,1,3,0,3,129
"1240","lcl|c232105_g3_i1|m.16994",2,2,5,0,4,1,4,4,5,1,2,3,3,2,4,6,4,4,1,4,237
"1241","lcl|c232108_g1_i1|m.16997",2,5,0,3,0,6,4,8,8,11,3,4,6,2,1,3,7,2,2,1,226
"1242","lcl|c232108_g1_i2|m.16999",5,8,0,9,2,13,10,13,14,16,5,7,13,4,4,0,11,5,4,3,226
"1243","lcl|c232109_g7_i6|m.17002",1,4,2,1,0,1,4,3,0,0,2,3,1,1,1,0,2,1,0,1,210
"1244","lcl|c232116_g4_i1|m.17013",4,2,2,0,1,0,0,2,1,0,0,1,0,3,0,1,1,0,0,2,250
"1245","lcl|c232133_g1_i5|m.17039",2,8,4,6,4,5,5,5,7,3,8,4,8,12,5,5,6,10,2,10,210
"1246","lcl|c232137_g2_i1|m.17041",1,0,2,5,0,3,4,5,3,3,4,4,3,10,3,5,5,3,2,3,159
"1247","lcl|c232181_g4_i2|m.17102",1,2,1,3,3,3,2,3,3,2,2,2,1,2,2,1,2,2,1,1,812
"1248","lcl|c232182_g2_i1|m.17105",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131
"1249","lcl|c232221_g3_i2|m.17155",1,1,0,0,2,2,0,1,2,1,1,2,0,0,1,0,0,1,1,2,495
"1250","lcl|c232232_g4_i1|m.17169",0,3,5,4,5,8,3,1,0,3,6,3,3,0,4,2,1,9,3,6,429
"1251","lcl|c232241_g6_i1|m.17171",1,0,4,2,0,2,4,3,4,2,4,3,3,1,2,3,1,3,0,1,731
"1252","lcl|c232241_g6_i3|m.17173",0,1,3,1,0,0,1,0,0,1,2,2,1,0,1,0,0,1,0,0,558
"1253","lcl|c232242_g3_i1|m.17174",5,7,10,8,12,7,10,8,7,11,9,5,4,26,10,7,7,9,7,9,459
"1254","lcl|c232249_g2_i1|m.17180",20,37,27,36,13,28,25,28,34,32,26,26,36,24,15,26,24,26,17,23,362
"1255","lcl|c232270_g1_i1|m.17207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113
"1256","lcl|c232274_g1_i2|m.17209",3,3,4,1,2,3,5,4,3,0,1,3,3,6,3,4,2,2,1,5,416
"1257","lcl|c232294_g5_i11|m.17226",1,6,2,2,1,4,2,6,5,3,2,1,2,3,4,3,6,0,4,1,247
"1258","lcl|c232294_g5_i11|m.17227",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,212
"1259","lcl|c232315_g2_i11|m.17243",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,553
"1260","lcl|c232338_g2_i2|m.17255",0,1,0,0,1,0,0,0,2,0,1,0,0,0,1,1,1,0,0,1,352
"1261","lcl|c232350_g3_i1|m.17265",0,3,1,3,1,3,1,0,0,2,1,1,1,0,0,2,1,3,1,2,590
"1262","lcl|c232369_g2_i7|m.17306",3,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,3,717
"1263","lcl|c232381_g2_i3|m.17311",3,10,7,6,11,6,20,11,10,9,7,8,6,31,17,12,9,11,1,9,335
"1264","lcl|c232401_g7_i2|m.17338",5,4,5,4,4,4,5,6,5,5,4,5,5,2,2,6,7,5,3,3,151
"1265","lcl|c232405_g1_i1|m.17340",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,437
"1266","lcl|c232410_g1_i2|m.17346",0,1,0,0,2,1,1,1,2,3,2,1,2,1,0,1,1,1,0,0,164
"1267","lcl|c232424_g1_i6|m.17358",5,3,5,3,0,4,6,5,5,4,3,2,2,3,4,7,6,3,4,2,266
"1268","lcl|c232440_g3_i1|m.17372",1,2,2,0,1,0,3,1,2,1,0,0,0,1,1,4,3,1,1,0,175
"1269","lcl|c232510_g5_i2|m.17446",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,569
"1270","lcl|c232511_g1_i6|m.17448",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,419
"1271","lcl|c232520_g2_i5|m.17456",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,567
"1272","lcl|c232521_g1_i4|m.17458",1,6,13,8,9,7,8,13,12,8,6,15,7,10,4,13,8,4,6,4,344
"1273","lcl|c232532_g2_i6|m.17481",2,2,1,0,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,2,512
"1274","lcl|c232537_g3_i1|m.17484",1,1,0,0,3,2,0,1,1,3,0,4,0,4,0,0,0,3,0,0,338
"1275","lcl|c232540_g2_i1|m.17495",0,0,0,0,3,0,1,0,1,1,2,1,0,1,1,2,0,0,0,0,902
"1276","lcl|c232541_g3_i1|m.17498",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,247
"1277","lcl|c232555_g1_i2|m.17516",0,2,4,2,1,2,1,0,1,0,1,0,2,1,3,1,1,1,2,4,515
"1278","lcl|c232587_g1_i15|m.17560",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,818
"1279","lcl|c232597_g5_i12|m.17580",1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,479
"1280","lcl|c232638_g9_i1|m.17634",5,7,4,4,3,5,2,6,4,2,4,2,4,7,5,3,2,3,1,6,158
"1281","lcl|c232653_g3_i1|m.17643",3,4,5,4,2,4,2,3,3,3,2,5,5,5,2,3,3,4,2,4,347
"1282","lcl|c232676_g1_i2|m.17666",2,0,1,1,1,0,1,1,4,1,0,2,0,1,0,6,2,0,0,0,263
"1283","lcl|c232684_g7_i2|m.17670",0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,1,2,120
"1284","lcl|c232716_g1_i2|m.17708",24,16,13,9,11,12,11,16,15,7,11,11,13,8,10,14,14,7,6,8,496
"1285","lcl|c232737_g3_i2|m.17725",0,0,1,0,0,0,1,1,0,0,0,1,0,1,3,4,0,0,0,2,566
"1286","lcl|c232744_g5_i2|m.17733",3,11,6,4,5,9,16,8,8,11,8,6,4,7,13,10,7,10,2,7,585
"1287","lcl|c232758_g3_i1|m.17745",1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,482
"1288","lcl|c232769_g4_i2|m.17751",0,1,1,0,0,1,0,2,2,1,0,1,1,0,0,2,1,0,0,1,967
"1289","lcl|c232777_g1_i2|m.17758",0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,171
"1290","lcl|c232783_g1_i1|m.17764",2,0,1,1,2,1,3,2,1,0,2,3,1,3,2,0,0,4,0,2,242
"1291","lcl|c232791_g2_i3|m.17780",7,6,21,10,14,6,14,10,18,6,22,13,17,25,8,22,8,15,4,22,1114
"1292","lcl|c232804_g4_i5|m.17788",2,0,2,1,0,0,1,2,1,1,1,1,1,1,1,2,0,2,1,1,301
"1293","lcl|c232813_g1_i6|m.17800",1,2,2,2,3,1,3,2,2,3,3,0,1,6,4,2,0,4,0,1,145
"1294","lcl|c232813_g3_i2|m.17801",3,2,0,0,0,0,4,0,1,2,1,0,1,0,2,0,0,0,0,1,479
"1295","lcl|c232821_g1_i1|m.17807",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,713
"1296","lcl|c232828_g3_i1|m.17816",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,703
"1297","lcl|c232834_g2_i9|m.17824",14,16,20,15,19,18,16,14,16,18,16,20,18,26,15,18,15,11,11,17,151
"1298","lcl|c232842_g1_i1|m.17827",1,3,3,3,2,0,2,3,3,1,2,3,0,2,1,4,5,1,2,4,221
"1299","lcl|c232843_g1_i4|m.17830",12,11,17,7,14,13,31,18,23,12,21,11,17,11,10,14,12,11,6,12,270
"1300","lcl|c232847_g2_i2|m.17831",2,2,2,2,2,2,4,3,4,4,3,3,3,3,2,2,3,2,2,2,205
"1301","lcl|c232847_g6_i1|m.17834",0,1,1,1,1,2,4,3,1,2,2,1,2,1,1,0,2,1,1,1,305
"1302","lcl|c232850_g3_i3|m.17837",0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,316
"1303","lcl|c232853_g2_i4|m.17839",0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,478
"1304","lcl|c232854_g3_i11|m.17840",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291
"1305","lcl|c232868_g2_i13|m.17849",0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,171
"1306","lcl|c232893_g3_i2|m.17884",0,0,0,1,0,0,0,1,1,1,0,1,1,1,2,0,0,1,0,0,184
"1307","lcl|c232899_g1_i2|m.17887",2,1,1,0,3,1,1,2,1,1,0,0,1,0,1,0,1,1,1,1,378
"1308","lcl|c232931_g1_i10|m.17922",0,0,0,0,0,0,0,5,1,1,0,1,0,0,2,3,3,0,0,0,718
"1309","lcl|c232943_g2_i1|m.17930",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,604
"1310","lcl|c232944_g1_i1|m.17933",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,542
"1311","lcl|c232949_g3_i7|m.17939",4,7,1,3,3,3,7,4,4,2,5,2,2,5,8,4,6,2,1,5,154
"1312","lcl|c232964_g4_i5|m.17974",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,410
"1313","lcl|c232983_g2_i2|m.17991",1,2,2,0,1,2,2,4,4,0,2,2,2,1,2,3,1,0,0,0,490
"1314","lcl|c232986_g1_i4|m.17993",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2567
"1315","lcl|c233001_g2_i4|m.18006",7,7,11,3,7,6,9,9,11,7,11,5,10,8,6,14,12,6,3,6,309
"1316","lcl|c233011_g1_i2|m.18023",0,4,11,1,8,4,2,5,0,5,0,1,0,14,0,9,5,0,3,0,248
"1317","lcl|c233012_g3_i3|m.18031",12,9,4,3,3,4,9,7,3,3,3,3,4,7,9,9,8,9,3,8,551
"1318","lcl|c233024_g1_i6|m.18051",6,11,6,10,14,10,7,11,11,8,8,12,9,10,13,7,7,9,4,10,1029
"1319","lcl|c233026_g1_i2|m.18055",3,0,1,3,1,4,7,3,2,2,3,3,0,7,2,5,3,6,0,3,412
"1320","lcl|c233030_g2_i3|m.18059",7,7,8,1,3,1,4,7,8,4,5,2,5,2,3,4,6,3,1,6,1298
"1321","lcl|c233033_g3_i4|m.18064",0,0,2,0,0,0,1,2,2,0,0,0,1,1,0,2,0,0,0,0,370
"1322","lcl|c233042_g5_i1|m.18070",1,2,3,1,5,2,3,1,1,4,5,1,2,2,3,2,4,1,2,1,272
"1323","lcl|c233048_g1_i8|m.18077",2,3,2,2,2,2,1,2,1,1,1,1,3,3,2,3,0,2,0,2,496
"1324","lcl|c233061_g7_i1|m.18094",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,111
"1325","lcl|c233068_g2_i1|m.18098",1,2,2,2,2,5,4,3,3,5,4,4,6,7,0,2,2,1,1,0,672
"1326","lcl|c233068_g2_i3|m.18101",1,2,2,2,2,5,4,3,3,5,4,4,5,5,0,2,2,1,1,0,639
"1327","lcl|c233068_g3_i2|m.18104",3,2,2,7,2,5,3,0,10,4,2,0,10,14,0,2,5,3,3,1,479
"1328","lcl|c233092_g2_i1|m.18134",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203
"1329","lcl|c233095_g1_i10|m.18140",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,372
"1330","lcl|c233103_g2_i1|m.18143",1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,1,198
"1331","lcl|c233130_g1_i1|m.18171",0,0,0,0,2,2,4,1,1,0,1,1,1,0,2,3,0,1,0,0,548
"1332","lcl|c233142_g2_i1|m.18198",0,0,2,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,785
"1333","lcl|c233143_g2_i13|m.18204",0,0,0,2,1,0,0,1,1,1,0,0,3,0,0,0,0,0,1,0,852
"1334","lcl|c233156_g1_i1|m.18213",17,20,10,12,16,16,23,12,13,13,21,11,10,22,19,9,10,15,6,19,558
"1335","lcl|c233181_g4_i3|m.18256",2,1,1,1,0,0,1,3,4,1,3,1,2,1,1,1,1,1,1,0,279
"1336","lcl|c233212_g2_i6|m.18275",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,344
"1337","lcl|c233215_g1_i5|m.18281",1,1,1,1,1,0,0,1,2,2,1,1,1,1,1,2,1,1,1,1,355
"1338","lcl|c233217_g3_i1|m.18285",0,1,1,1,1,0,1,0,1,0,1,0,2,2,1,1,1,1,0,0,585
"1339","lcl|c233247_g1_i1|m.18311",34,47,26,25,46,29,37,36,40,32,32,35,30,48,30,20,23,30,15,40,591
"1340","lcl|c233257_g5_i1|m.18320",3,1,2,4,2,3,2,4,3,3,2,2,2,4,2,3,3,2,1,3,206
"1341","lcl|c233260_g1_i1|m.18321",5,0,4,1,2,0,6,2,2,0,3,2,5,3,4,4,0,1,1,3,133
"1342","lcl|c233287_g2_i1|m.18368",11,20,14,10,6,17,28,24,20,11,15,18,12,16,16,21,20,12,8,12,844
"1343","lcl|c233306_g1_i2|m.18390",57,55,49,46,51,46,63,61,59,48,66,55,47,51,45,50,42,62,30,50,556
"1344","lcl|c233334_g2_i12|m.18425",3,1,0,0,2,1,1,3,3,1,2,1,3,2,2,1,2,4,1,0,420
"1345","lcl|c233334_g2_i17|m.18426",3,1,0,0,2,1,1,3,3,1,2,1,4,2,1,2,2,4,1,0,356
"1346","lcl|c233339_g2_i12|m.18429",0,1,0,0,3,0,1,1,1,0,1,1,1,0,3,1,1,0,0,2,982
"1347","lcl|c233342_g3_i1|m.18435",1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,155
"1348","lcl|c233368_g2_i1|m.18462",0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,1,0,0,158
"1349","lcl|c233370_g1_i2|m.18468",4,3,6,3,2,2,5,3,3,3,4,4,4,7,6,2,4,3,2,7,311
"1350","lcl|c233377_g4_i3|m.18471",0,2,2,3,1,1,1,1,2,2,3,2,1,3,1,2,1,0,1,2,178
"1351","lcl|c233384_g5_i1|m.18475",0,2,1,1,0,4,0,0,0,2,4,0,0,0,2,1,1,2,2,1,423
"1352","lcl|c233384_g5_i6|m.18482",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,422
"1353","lcl|c233425_g3_i4|m.18529",4,2,0,1,0,1,2,3,0,0,1,0,1,4,3,0,0,0,0,4,173
"1354","lcl|c233431_g1_i6|m.18546",1,0,0,0,1,1,0,0,0,0,1,1,0,2,1,1,1,0,0,1,197
"1355","lcl|c233449_g1_i1|m.18576",4,2,1,1,1,2,0,2,2,0,0,1,1,3,0,1,1,2,2,0,395
"1356","lcl|c233474_g3_i1|m.18592",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,403
"1357","lcl|c233495_g1_i1|m.18614",0,5,0,6,0,6,0,0,2,2,0,0,2,0,0,0,8,0,1,0,257
"1358","lcl|c233502_g5_i1|m.18630",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,660
"1359","lcl|c233547_g3_i1|m.18698",1,2,0,0,0,2,0,1,0,0,1,0,0,3,1,0,0,0,0,1,103
"1360","lcl|c233547_g4_i3|m.18699",3,8,2,3,4,5,8,7,8,5,5,5,4,8,7,9,7,4,3,6,305
"1361","lcl|c233552_g1_i1|m.18704",0,0,1,4,2,3,1,1,4,4,1,0,5,4,0,2,2,1,1,1,538
"1362","lcl|c233557_g1_i1|m.18714",1,1,1,2,3,2,1,3,2,2,2,1,4,4,1,4,1,1,1,2,490
"1363","lcl|c233581_g5_i1|m.18734",0,0,1,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,105
"1364","lcl|c233583_g1_i1|m.18736",2,6,5,5,3,4,4,3,2,3,5,4,0,5,2,8,4,1,1,4,292
"1365","lcl|c233583_g1_i3|m.18737",3,12,13,10,4,8,12,7,3,7,10,9,1,6,8,14,10,2,4,12,289
"1366","lcl|c233588_g6_i3|m.18739",1,3,0,1,3,2,1,2,2,2,2,0,1,1,2,1,2,0,1,1,184
"1367","lcl|c233596_g1_i1|m.18749",1,4,6,5,3,4,3,3,4,1,4,0,1,4,3,2,3,3,2,5,391
"1368","lcl|c233606_g5_i2|m.18764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,491
"1369","lcl|c233647_g1_i1|m.18818",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1166
"1370","lcl|c233650_g1_i7|m.18822",1,4,1,0,2,0,0,1,1,2,0,1,2,1,1,2,3,1,2,1,194
"1371","lcl|c233661_g2_i3|m.18841",2,3,19,0,0,0,21,16,0,1,15,16,0,0,13,26,3,2,0,18,210
"1372","lcl|c233679_g3_i13|m.18855",5,2,2,2,2,2,1,3,3,2,4,1,2,1,2,1,2,3,1,3,228
"1373","lcl|c233729_g4_i2|m.18908",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,550
"1374","lcl|c233739_g1_i1|m.18926",1,0,1,2,1,0,2,0,1,0,1,0,2,3,1,0,1,1,1,0,229
"1375","lcl|c233739_g3_i1|m.18931",5,3,3,11,9,7,9,10,9,5,7,10,14,12,3,2,7,10,7,9,617
"1376","lcl|c233761_g2_i1|m.18976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679
"1377","lcl|c233765_g2_i1|m.18981",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,846
"1378","lcl|c233766_g4_i1|m.18988",12,36,15,18,24,30,45,10,19,18,65,13,41,49,52,8,27,26,23,72,173
"1379","lcl|c233767_g1_i3|m.18989",46,50,51,46,33,49,49,39,43,32,44,37,47,48,33,49,36,55,34,43,165
"1380","lcl|c233774_g10_i1|m.19002",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,229
"1381","lcl|c233784_g1_i2|m.19012",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
"1382","lcl|c233811_g4_i2|m.19026",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,746
"1383","lcl|c233817_g1_i1|m.19030",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,365
"1384","lcl|c233818_g2_i6|m.19032",6,10,8,3,10,6,17,16,10,2,13,8,7,16,6,18,4,5,2,11,101
"1385","lcl|c233837_g1_i4|m.19057",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,508
"1386","lcl|c233840_g3_i1|m.19060",1,1,1,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,0,1,338
"1387","lcl|c233848_g8_i1|m.19070",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,239
"1388","lcl|c233873_g4_i1|m.19119",9,5,3,1,5,1,8,8,5,1,9,5,2,5,3,7,5,3,2,6,583
"1389","lcl|c233905_g2_i1|m.19151",10,14,5,7,11,12,14,9,4,5,17,11,4,4,8,3,4,11,4,9,172
"1390","lcl|c233922_g1_i2|m.19174",2,4,2,1,1,2,1,0,3,2,2,3,2,3,1,2,2,0,3,5,1172
"1391","lcl|c233934_g1_i3|m.19215",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
"1392","lcl|c233948_g1_i2|m.19238",18,16,8,2,11,9,14,10,9,10,6,8,7,15,11,19,13,10,2,10,365
"1393","lcl|c233953_g2_i3|m.19243",0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,141
"1394","lcl|c233954_g6_i2|m.19250",3,3,1,2,4,3,2,2,0,1,3,2,0,0,4,2,2,2,1,3,270
"1395","lcl|c233968_g2_i12|m.19271",5,4,0,2,3,2,0,1,1,2,1,2,2,1,0,0,3,3,1,0,200
"1396","lcl|c233968_g6_i1|m.19272",1,3,0,1,1,1,0,2,0,1,3,1,0,1,0,2,1,0,0,0,118
"1397","lcl|c233989_g1_i3|m.19288",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344
"1398","lcl|c234004_g4_i3|m.19315",2,1,2,2,1,1,1,2,1,3,1,0,1,4,0,3,3,1,2,1,477
"1399","lcl|c234041_g5_i1|m.19364",4,5,6,5,6,2,6,6,6,5,5,6,6,4,6,9,5,5,8,6,124
"1400","lcl|c234054_g3_i2|m.19385",32,71,51,63,44,65,80,58,61,50,73,53,54,82,87,59,64,77,42,76,336
"1401","lcl|c234060_g2_i2|m.19387",6,5,3,3,4,5,5,2,4,4,3,2,4,4,4,2,3,4,2,5,328
"1402","lcl|c234075_g1_i1|m.19400",3,4,3,1,3,1,3,7,4,0,2,5,5,6,6,4,4,4,1,5,239
"1403","lcl|c234077_g1_i1|m.19404",4,0,0,0,0,0,0,4,2,0,0,1,2,2,1,9,0,0,0,0,690
"1404","lcl|c234077_g1_i2|m.19407",1,0,0,0,0,0,0,2,1,0,0,1,1,1,1,4,0,0,0,0,606
"1405","lcl|c234080_g1_i1|m.19410",5,2,3,2,0,1,6,6,4,2,2,3,0,1,0,6,4,1,1,0,449
"1406","lcl|c234080_g1_i8|m.19412",1,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,160
"1407","lcl|c234082_g2_i6|m.19416",1,1,0,1,1,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,452
"1408","lcl|c234108_g1_i2|m.19454",2,0,3,0,0,0,0,1,1,0,0,0,1,1,2,2,1,0,0,0,303
"1409","lcl|c234114_g3_i3|m.19475",0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,628
"1410","lcl|c234120_g6_i1|m.19489",5,4,7,3,2,2,6,7,7,4,4,7,7,10,5,8,5,0,5,4,165
"1411","lcl|c234134_g6_i1|m.19522",0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,261
"1412","lcl|c234140_g5_i2|m.19531",1,2,0,0,0,1,1,1,1,3,1,0,0,3,0,2,3,1,0,0,617
"1413","lcl|c234163_g1_i1|m.19560",0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,428
"1414","lcl|c234177_g2_i1|m.19581",0,0,1,0,3,1,1,0,0,1,0,0,1,0,3,0,1,0,0,3,206
"1415","lcl|c234209_g3_i1|m.19613",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,100
"1416","lcl|c234222_g6_i3|m.19630",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,1,584
"1417","lcl|c234277_g5_i1|m.19677",2,3,4,3,2,0,0,7,0,0,1,8,1,2,0,3,3,1,3,3,435
"1418","lcl|c234322_g7_i1|m.19718",1,0,2,1,0,1,1,1,0,1,0,0,0,0,0,1,2,1,0,1,538
"1419","lcl|c234352_g2_i1|m.19757",2,0,0,0,1,0,1,1,1,0,1,0,1,2,2,1,1,1,0,0,349
"1420","lcl|c234380_g5_i3|m.19780",3,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,403
"1421","lcl|c234390_g2_i1|m.19785",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,399
"1422","lcl|c234391_g1_i4|m.19790",0,0,0,1,1,0,0,2,1,1,0,1,1,0,0,0,1,0,0,0,185
"1423","lcl|c234421_g4_i7|m.19822",11,18,2,4,9,10,8,9,5,4,4,5,2,7,7,11,4,6,2,14,540
"1424","lcl|c234439_g3_i1|m.19847",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,659
"1425","lcl|c234442_g1_i3|m.19849",0,0,1,0,0,1,3,2,2,0,1,1,2,0,0,1,2,1,0,1,596
"1426","lcl|c234446_g3_i2|m.19850",1,1,3,3,4,7,2,5,3,2,5,6,4,0,4,2,2,6,1,8,138
"1427","lcl|c234480_g1_i1|m.19869",0,0,0,1,0,0,0,0,1,1,0,0,1,2,0,0,0,0,0,0,1123
"1428","lcl|c234487_g2_i3|m.19886",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498
"1429","lcl|c234511_g2_i1|m.19914",1,1,1,1,0,2,2,0,0,0,2,0,0,1,2,1,0,1,1,2,150
"1430","lcl|c234533_g4_i3|m.19947",28,43,32,31,30,39,48,36,46,34,37,32,44,43,37,47,44,46,26,42,238
"1431","lcl|c234544_g3_i6|m.19962",4,8,6,4,6,4,9,10,6,2,9,8,4,20,5,9,10,5,3,5,411
"1432","lcl|c234579_g2_i6|m.20008",2,6,4,4,4,8,6,1,6,2,7,4,3,5,7,4,4,4,2,9,462
"1433","lcl|c234620_g1_i3|m.20041",2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1301
"1434","lcl|c234626_g4_i3|m.20042",41,37,29,19,28,21,36,36,30,16,23,19,18,28,29,39,35,27,16,33,463
"1435","lcl|c234626_g5_i4|m.20044",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,154
"1436","lcl|c234643_g1_i1|m.20065",2,9,5,3,7,6,10,6,3,1,7,3,3,13,8,3,3,4,4,3,326
"1437","lcl|c234643_g1_i12|m.20068",1,14,7,11,7,10,19,15,9,7,14,12,5,14,13,13,9,8,9,15,232
"1438","lcl|c234643_g1_i2|m.20073",5,10,10,7,10,11,15,7,5,7,16,8,6,18,19,7,8,8,9,9,218
